ADS_N,elevation,aspect,slope,plot_radius,ForCat,ASSETTO,CanopyCover,nDeadTrees,DEFOGLIAZIONE,sDBH,sH,incr_cm_y,sDBH2,vol_i_1,vol_i_2,pV_new,CAI_m3_ha_y,Age,dom_DBH,TH,BasalArea_ha,GS_ha,pV,CAI_mc_ha_anno,
2900258,1225,N,20,12,FG,CM,90,4,0,20,23,0.2,20.2,0.3612831552,0.3685449466,0.0201,5.36268,60,45,25,35.81,266.8,0.04,0.10672,5.36268
5400044,196,N,35,10,CA,CM,100,9,99,27,14,0.6,27.6,0.4007886828,0.4187994335,0.0449382716,5.3952888889,28,28,18,16.44,120.06,0.1333333333,0.16008,5.3952888889
3400031,1600,N,28,11,AB,FU,60,3,0,22,10,0.15,22.15,0.1900663555,0.1926670052,0.0136828512,5.3516367769,37,74,22,39.61,391.12,0.0409090909,0.1600036364,5.3516367769
3800060,900,N,36,12,CA,FC,90,12,0,22,16,0.3,22.3,0.3041061689,0.3124565221,0.0274586777,5.367622314,29,29,19,27.55,195.48,0.0818181818,0.1599381818,5.367622314
900049,970,N,35,15,FG,FU,90,1,0,23,32,0.26,23.26,0.6647610055,0.6798753334,0.0227364839,5.3608081815,53,60,30,26.74,235.78,0.067826087,0.1599203478,5.3608081815
3800268,820,E,24,10,CA,FC,90,10,0,21,20,0.19,21.19,0.3463605901,0.3526564203,0.0181770975,5.3546093832,35,26,21,45.41,294.58,0.0542857143,0.1599148571,5.3546093832
6000126,210,E,5,9,CE,FU,99,3,0,16,10,0.29,16.29,0.1005309649,0.1042082384,0.0365785156,5.3785049375,24,39,20,16.71,147.04,0.10875,0.159906,5.3785049375
1100413,660,S,36,9,CA,CM,90,4,0,24,17,0.21,24.21,0.3845309408,0.3912896729,0.0175765625,5.3525905781,44,35,20,50.09,304.53,0.0525,0.15987825,5.3525905781
5800239,430,N,27,11,CA,FC,100,18,0,15,17,0.16,15.16,0.1502073987,0.1534289135,0.0214471111,5.3542712889,30,44,20,30.16,249.65,0.064,0.159776,5.3542712889
1600081,800,N,33,8,FG,FC,95,1,0,27,19,0.23,27.23,0.5439274981,0.5532338812,0.0171096022,5.3462373978,50,27,19,35.1,312.47,0.0511111111,0.1597068889,5.3462373978
3300113,222,A,0,9,RB,CM,80,0,0,11,14,0.35,11.35,0.0665232244,0.0708238684,0.0646487603,5.407222314,11,18,14,13.31,83.64,0.2545454545,0.2129018182,5.407222314
4400315,310,O,10,10,QC,FU,80,7,99,28,23,0.12,28.12,0.7081149841,0.7141975473,0.0085897959,5.3322876122,63,53,24,49.12,620.77,0.0171428571,0.1064177143,5.3322876122
5100020,170,A,0,10,RB,FU,80,0,99,22,19,0.29,22.29,0.3611260755,0.3707094215,0.0265373967,5.3536544091,26,27,20,27.41,201.74,0.0790909091,0.159558,5.3536544091
2600030,1850,O,30,15,LC,FU,20,2,0,12,6,0.27,12.27,0.0339292007,0.0354731913,0.04550625,5.3783836875,13,46,19,16.08,118.19,0.18,0.212742,5.3783836875
6200459,180,A,0,10,RB,CM,100,8,0,9,5,0.26,9.26,0.0159043128,0.0168365019,0.0586123457,5.3940941728,14,21,11,15.11,92.03,0.2311111111,0.2126915556,5.3940941728
3200252,835,O,28,10,AF,FU,90,2,0,38,21,0.25,38.25,1.1908206953,1.2065409305,0.0132011773,5.3312954467,49,50,29,46.4,403.85,0.0394736842,0.1594144737,5.3312954467
300019,490,S,31,10,CA,CM,90,3,0,13,7,0.23,13.23,0.0464563014,0.0481146814,0.0356976331,5.3571438047,28,41,11,24.7,150.07,0.1061538462,0.1593050769,5.3571438047
600018,695,S,22,14,CA,FU,60,2,0,38,13,0.4,38.4,0.7371747162,0.7527758653,0.0211634349,5.3376299169,29,85,15,30.72,252.21,0.0631578947,0.1592905263,5.3376299169
2500185,500,N,21,10,CA,CM,90,10,10,16,16,0.42,16.42,0.1608495439,0.1694049803,0.0531890625,5.3790098906,20,31,20,21.32,101.13,0.1575,0.15927975,5.3790098906
5600102,300,A,0,8,RB,CM,70,3,0,17,19,0.39,17.39,0.2156310658,0.2256382125,0.0464086505,5.3694808651,18,21,19,18.27,115.7,0.1835294118,0.2123435294,5.3694808651
5500280,290,N,0,8,QC,FC,99,14,99,14,8,0.2,14.2,0.061575216,0.0633470743,0.0287755102,5.3462020408,15,42,12,35.75,185.79,0.1142857143,0.2123314286,5.3462020408
600027,805,E,32,8,AF,IN,90,1,0,20,8,0.26,20.26,0.1256637061,0.1289521997,0.026169,5.34266304,35,41,14,33.01,204.16,0.078,0.1592448,5.34266304
1300582,1100,O,20,10,QR,CM,60,5,0,19,8,0.45,19.45,0.1134114948,0.1188472355,0.0479293629,5.3704851108,15,27,12,25.3,112.05,0.1894736842,0.2123052632,5.3704851108
2300184,840,E,31,10,CA,CM,90,13,99,19,20,0.15,19.15,0.283528737,0.288023178,0.0158518006,5.3281072022,35,36,21,42.38,336.12,0.0473684211,0.1592147368,5.3281072022
3300089,210,A,0,10,RB,CM,85,0,0,15,14,0.24,15.24,0.1237002107,0.1276902847,0.032256,5.34836736,18,54,18,19.99,165.81,0.128,0.2122368,5.34836736
5800233,370,S,22,10,RB,FC,80,9,0,11,15,0.2,11.2,0.0712748833,0.0738902592,0.0366942149,5.3540528926,21,48,28,17.98,145.91,0.1090909091,0.1591745455,5.3540528926
3300240,760,S,10,10,AF,FU,100,2,0,11,17,0.25,11.25,0.0807782011,0.0844916618,0.0459710744,5.3652840909,21,46,17,21.66,116.71,0.1363636364,0.15915,5.3652840909
1400630,530,N,22,10,CA,CM,80,7,99,20,25,0.27,20.27,0.3926990817,0.4033735263,0.02718225,5.34076848,37,52,8,37.82,196.48,0.081,0.1591488,5.34076848
600249,640,N,30,10,CA,CM,95,1,0,25,17,0.32,25.32,0.4172427743,0.4279925504,0.02576384,5.338267648,25,45,16,30.19,207.2,0.0768,0.1591296,5.338267648
4400604,480,E,15,12,RB,FC,90,6,99,15,19,0.35,15.35,0.1678788574,0.1758046048,0.0472111111,5.3655427778,17,28,18,15.86,113.65,0.1866666667,0.2121466667,5.3655427778
600413,870,E,36,11,CA,CM,100,1,0,42,20,0.24,42.24,1.3854423602,1.4013212261,0.0114612245,5.3181227755,62,51,8,60.6,464.01,0.0228571429,0.1060594286,5.3181227755
5500103,390,E,20,10,CA,CM,99,0,99,23,18,0.3,23.3,0.3739280656,0.383746328,0.0262570888,5.3357030246,36,33,17,38.17,203.21,0.0782608696,0.159033913,5.3357030246
5700045,240,A,0,12,QC,FU,90,0,99,30,25,0.42,30.42,0.8835729338,0.9084861563,0.028196,5.3375028,34,53,28,20.15,189.3,0.084,0.159012,5.3375028
6100099,270,A,0,10,RB,CM,90,0,99,16,14,0.5,16.5,0.1407433509,0.149677255,0.0634765625,5.3828125,14,19,14,13.15,84.8,0.25,0.212,5.3828125
3800384,500,O,12,12,AF,CM,90,3,0,24,19,0.35,24.35,0.429769875,0.4423962304,0.0293793403,5.3370509549,21,35,18,22.35,181.66,0.0875,0.1589525,5.3370509549
5500229,330,S,15,12,QC,FC,99,0,99,33,13,0.8,33.8,0.55594409,0.5832256806,0.0490725436,5.3616661157,15,54,13,15.69,109.26,0.1939393939,0.2118981818,5.3616661157
2300106,940,S,26,12,CA,CM,90,1,0,18,12,0.24,18.24,0.152681403,0.1567800504,0.0268444444,5.3326488889,26,37,17,24.32,198.65,0.08,0.15892,5.3326488889
2800021,690,S,5,10,CA,CM,80,3,0,13,15,0.18,13.18,0.0995492172,0.1023250499,0.0278840237,5.3303099645,33,39,21,33.03,191.16,0.0830769231,0.1588098462,5.3303099645
1000298,770,N,18,10,RI,RI,45,0,0,28,18,0.38,28.38,0.5541769441,0.5693209601,0.0273270408,5.3284996888,26,39,18,27.51,194.99,0.0814285714,0.1587775714,5.3284996888
200441,827,O,27,8,CA,CM,90,18,0,30,12,0.18,30.18,0.4241150082,0.4292196565,0.012036,5.30799636,51,30,12,77,441.01,0.036,0.1587636,5.30799636
5600019,330,A,0,10,AN,FU,70,1,0,24,19,0.45,24.45,0.429769875,0.4460373363,0.0378515625,5.3382058594,28,32,22,17.64,141.03,0.1125,0.15865875,5.3382058594
200226,860,O,15,8,RI,RI,80,0,0,21,8,0.19,21.19,0.138544236,0.1410625681,0.0181770975,5.312438517,24,29,11,42.91,292.26,0.0542857143,0.1586554286,5.312438517
200461,1100,E,33,8,CE,CM,85,1,0,14,6,0.26,14.26,0.046181412,0.0479126495,0.0374877551,5.3367568163,24,17,14,33.84,142.36,0.1114285714,0.1586297143,5.3367568163
5200100,100,A,0,10,SP,FU,80,1,99,31,28,0.21,31.21,1.056674689,1.0710394172,0.0135942768,5.3043508626,16,50,27,44.32,390.19,0.0541935484,0.2114578065,5.3043508626
3800176,534,A,0,10,AF,FC,50,1,0,17,17,0.35,17.35,0.1929330588,0.2009591408,0.041600346,5.3394044118,22,30,26,18.17,128.35,0.1235294118,0.15855,5.3394044118
5300054,240,N,31,10,RB,FC,90,7,20,10,10,0.32,10.32,0.0392699082,0.0418233947,0.065024,5.36903168,15,21,12,13.84,82.57,0.256,0.2113792,5.36903168
5300051,190,N,3,15,RB,FU,60,0,0,21,19,0.43,21.43,0.3290425606,0.342655596,0.0413716553,5.3352886712,20,52,29,12.91,128.96,0.1228571429,0.1584365714,5.3352886712
2900532,1525,O,20,15,LC,FU,70,0,0,11,7,0.32,11.32,0.0332616122,0.035224982,0.0590280992,5.355029157,16,50,17,12.29,90.72,0.2327272727,0.2111301818,5.355029157
200090,534,O,25,10,CA,CM,90,1,0,10,8,0.29,10.29,0.0314159265,0.0332644711,0.058841,5.354531,15,18,8,26,91,0.232,0.21112,5.354531
700001,690,E,36,8,CA,CM,81,21,99,16,12,0.14,16.14,0.1206371579,0.1227575444,0.0175765625,5.3009154844,38,26,20,46.15,301.59,0.0525,0.15833475,5.3009154844
2800532,1310,O,20,10,BS,IN,50,0,0,14,13,0.16,14.16,0.100059726,0.1023598745,0.0229877551,5.3078726531,16,33,16,36.87,230.9,0.0914285714,0.2111085714,5.3078726531
800202,1315,N,25,8,AB,FU,90,0,0,18,15,0.23,18.23,0.1908517537,0.195760237,0.0257188272,5.3109378086,28,29,19,31.68,206.5,0.0766666667,0.1583166667,5.3109378086
1100307,1295,N,34,10,FG,FU,90,8,0,23,14,0.33,23.33,0.2908329399,0.2992384517,0.0289015123,5.3141210643,67,32,17,33.3,183.87,0.0573913043,0.1055253913,5.3141210643
5400048,156,E,22,10,RB,CM,90,1,99,9,11,0.45,9.45,0.0349894882,0.0385759107,0.1025,5.406875,8,39,10,6.89,52.75,0.4,0.211,5.406875
400412,310,N,25,10,QV,FU,70,0,10,9,9,0.18,9.18,0.0286277631,0.0297843247,0.0404,5.325528,24,30,17,26.18,131.82,0.12,0.158184,5.325528
1100323,1525,N,37,8,FG,CM,90,3,0,9,8,0.16,9.16,0.0254469005,0.0263597217,0.0358716049,5.3190415802,22,28,9,33.39,148.28,0.1066666667,0.1581653333,5.3190415802
3800294,1430,N,34,10,FG,CM,90,1,0,11,12,0.22,11.22,0.0570199067,0.0593235109,0.0404,5.324316,27,25,19,29.68,131.79,0.12,0.158148,5.324316
700889,560,N,15,12,RB,FC,95,0,10,21,12,0.32,21.32,0.207816354,0.2141980597,0.03070839,5.3116302222,35,33,21,23.65,172.97,0.0914285714,0.158144,5.3116302222
1000347,720,A,0,10,AN,FU,90,5,0,17,14,0.33,17.33,0.1588860485,0.1651144365,0.039200346,5.3226229827,24,34,20,23.4,135.78,0.1164705882,0.1581437647,5.3226229827
3600021,571,O,13,8,AF,FU,100,1,0,15,13,0.21,15.21,0.1148644814,0.1181032003,0.028196,5.30817896,19,32,15,33.2,188.26,0.112,0.2108512,5.30817896
5800470,265,E,17,15,QC,FC,100,3,0,30,16,0.4,30.4,0.5654866776,0.5806668533,0.0268444444,5.3060728889,26,64,24,19.25,197.66,0.08,0.158128,5.3060728889
4100490,640,S,15,10,RB,FU,50,1,99,21,12,0.37,21.37,0.207816354,0.2152039191,0.0355485261,5.3169930454,30,32,19,18.87,149.57,0.1057142857,0.1581168571,5.3169930454
2600051,990,N,20,15,AF,IN,80,6,0,31,21,0.24,31.24,0.7925060168,0.8048245786,0.0155438085,5.2890917294,35,28,15,29.88,340.27,0.0464516129,0.1580609032,5.2890917294
2800229,410,N,10,10,QV,CM,60,1,0,9,7,0.33,9.33,0.0222660379,0.0239288162,0.0746777778,5.3648515556,12,29,14,14.3,71.84,0.2933333333,0.2107306667,5.3648515556
900062,900,N,35,15,CA,CM,90,7,0,29,20,0.3,29.3,0.6605198554,0.6742564693,0.0207966706,5.2925447087,28,52,20,34.51,254.49,0.0620689655,0.1579593103,5.2925447087
1300640,1360,O,35,8,RI,RI,80,0,0,21,16,0.18,21.18,0.277088472,0.2818589177,0.0172163265,5.2866173878,33,29,16,51.47,307.07,0.0514285714,0.1579217143,5.2866173878
6200462,205,A,0,10,QC,FU,90,5,0,20,17,0.25,20.25,0.2670353756,0.2737529842,0.02515625,5.2969,37,41,18,26.21,210.56,0.075,0.15792,5.2969
1200027,1030,E,5,15,CA,FU,40,0,0,26,19,0.42,26.42,0.5043827005,0.5208097587,0.0325686391,5.3018487515,27,92,17,19.67,162.79,0.0969230769,0.1577810769,5.3018487515
3400473,1130,E,46,8,BS,IN,90,0,0,35,22,0.58,35.58,1.0583240252,1.0936905359,0.0334174694,5.3023498678,41,33,19,23.61,158.67,0.0994285714,0.1577633143,5.3023498678
3600093,759,E,26,8,BS,FU,100,0,0,16,18,0.25,16.25,0.1809557368,0.1866547823,0.0314941406,5.2966845703,20,26,17,37.53,168.18,0.09375,0.15766875,5.2966845703
3300247,890,E,30,9,CA,FC,85,0,0,26,23,0.15,26.15,0.6105685322,0.6176338759,0.0115717456,5.2700043639,52,46,25,56.93,455.42,0.0346153846,0.1576453846,5.2700043639
6100024,280,E,12,10,QC,CM,90,1,0,10,16,0.23,10.23,0.0628318531,0.0657553564,0.046529,5.31454238,13,38,24,15.9,114.22,0.184,0.2101648,5.31454238
5800481,420,N,23,15,QV,FC,90,2,5,20,23,0.26,20.26,0.3612831552,0.3707375741,0.026169,5.28823152,63,44,24,21.66,202.08,0.052,0.1050816,5.28823152
800139,1265,N,31,10,AF,CM,100,3,0,27,8,0.25,27.25,0.2290221044,0.2332828895,0.0186042524,5.2772822359,34,39,18,38.18,283.66,0.0555555556,0.1575888889,5.2772822359
3300038,345,A,0,10,QC,FC,100,3,0,11,10,0.18,11.18,0.0475165889,0.0490844007,0.0329950413,5.2957041322,20,58,20,22.62,160.5,0.0981818182,0.1575818182,5.2957041322
4400283,400,A,0,10,AF,FU,80,2,99,23,21,0.28,23.28,0.4362494099,0.4469357886,0.0244960302,5.2825689225,29,26,21,24.9,215.65,0.0730434783,0.1575182609,5.2825689225
2300215,330,S,29,10,CA,CC,100,8,99,20,19,0.24,20.24,0.2984513021,0.3056571103,0.024144,5.28125856,31,40,20,32.65,218.74,0.072,0.1574928,5.28125856
4500148,870,S,30,12,CA,CM,100,2,99,10,15,0.17,10.17,0.0589048623,0.0609246511,0.034289,5.29319293,29,32,17,23.45,154.37,0.102,0.1574574,5.29319293
5200075,100,A,0,10,RB,CM,80,0,99,10,14,0.32,10.32,0.0549778714,0.0585527526,0.065024,5.33001728,18,19,13,12.9,81.97,0.256,0.2098432,5.33001728
5400117,170,S,14,10,RB,FU,70,1,99,14,13,0.33,14.33,0.100059726,0.1048324218,0.0476984694,5.3074086888,21,25,15,15.08,111.27,0.1414285714,0.1573675714,5.3074086888
1400091,600,S,25,8,QR,FC,80,5,99,16,9,0.18,16.18,0.0904778684,0.0925250716,0.0226265625,5.2735729219,23,40,14,40.45,233.07,0.0675,0.15732225,5.2735729219
4500156,610,S,15,10,AN,FU,100,3,99,22,19,0.23,22.23,0.3611260755,0.3687163637,0.0210183884,5.269940531,24,35,24,34.53,250.73,0.0627272727,0.1572760909,5.269940531
2900327,1285,N,10,14,PS,FU,90,3,0,34,17,0.35,34.35,0.7717322354,0.7877026198,0.0206942042,5.2693652033,66,38,18,40.48,254.63,0.0411764706,0.1048476471,5.2693652033
2600042,900,S,35,8,CA,CM,80,2,0,26,15,0.24,26.24,0.3981968688,0.4055821249,0.0185467456,5.2659774675,35,26,15,47.36,283.93,0.0553846154,0.1572535385,5.2659774675
3000130,1300,S,35,12,AF,IN,80,30,0,20,13,0.3,20.3,0.2042035225,0.210375574,0.030225,5.28060975,26,49,22,25.44,174.71,0.09,0.157239,5.28060975
5600063,310,A,0,8,RB,CM,80,0,0,14,18,0.4,14.4,0.138544236,0.1465741468,0.0579591837,5.3160163265,21,17,19,15.68,91.72,0.1714285714,0.1572342857,5.3160163265
1000026,730,O,15,8,RI,RI,100,4,0,20,14,0.35,20.35,0.2199114858,0.2276757356,0.03530625,5.2846395,24,20,14,31.72,149.68,0.105,0.157164,5.2846395
4100485,420,N,25,8,CA,CM,50,9,99,17,16,0.1,17.1,0.1815840554,0.1837266216,0.011799308,5.2538778547,53,31,14,67.85,445.27,0.0352941176,0.1571541176,5.2538778547
2800031,530,N,5,10,RB,FC,70,0,0,14,14,0.33,14.33,0.107756628,0.1128964542,0.0476984694,5.2997769337,20,30,17,16.46,111.11,0.1414285714,0.1571412857,5.2997769337
2900048,1320,E,10,12,AF,FC,80,8,0,15,18,0.23,15.23,0.1590431281,0.1639578435,0.0309017778,5.2780236444,19,55,16,24.18,170.8,0.1226666667,0.2095146667,5.2780236444
1000001,1230,E,30,10,RI,RI,80,6,0,33,25,0.32,33.32,1.0691232499,1.0899582924,0.0194879706,5.2623367052,36,40,20,36.99,270.03,0.0581818182,0.1571083636,5.2623367052
1000046,1550,S,25,10,PS,FU,60,0,0,15,8,0.34,15.34,0.0706858347,0.073926576,0.0458471111,5.2962582756,25,29,9,17.93,115.52,0.136,0.1571072,5.2962582756
5400024,179,E,17,10,RB,CM,80,0,99,12,8,0.38,12.38,0.0452389342,0.0481494313,0.0643361111,5.3193096667,15,35,16,11.93,82.68,0.2533333333,0.209456,5.3193096667
6100205,210,A,0,10,RB,FC,70,3,99,12,13,0.2,12.2,0.0735132681,0.0759841307,0.0336111111,5.2799694444,18,52,22,19.25,157.09,0.1333333333,0.2094533333,5.2799694444
5600059,250,E,15,8,RB,FU,70,1,0,26,18,0.5,26.5,0.4778362426,0.4963912742,0.0388313609,5.2845599112,24,27,20,19.16,136.09,0.1153846154,0.1570269231,5.2845599112
1600165,1030,O,35,9,AB,FU,75,2,25,21,15,0.26,21.26,0.2597704425,0.2662426732,0.0249151927,5.2630853152,55,21,15,25.08,211.24,0.0742857143,0.1569211429,5.2630853152
1300583,1500,N,25,12,FG,FU,90,1,0,21,15,0.33,21.33,0.2597704425,0.2679988038,0.0316755102,5.2717551633,37,44,18,25.88,166.43,0.0942857143,0.1569197143,5.2717551633
6100070,310,N,6,15,QC,FU,90,5,99,10,16,0.1,10.1,0.0628318531,0.0640947733,0.0201,5.255949,32,55,27,26.71,261.49,0.06,0.156894,5.255949
5300013,265,O,11,10,RB,FU,70,1,0,10,13,0.35,10.35,0.0510508806,0.0546869796,0.071225,5.32121975,10,18,13,12.13,74.71,0.28,0.209188,5.32121975
3200105,1010,O,20,8,FG,CM,100,0,0,13,14,0.2,13.2,0.0929126027,0.0957934432,0.0310059172,5.2694556213,34,27,16,30.23,169.95,0.0923076923,0.1568769231,5.2694556213
1000060,965,S,36,11,CA,CM,100,6,0,25,14,0.34,25.34,0.3436116965,0.3530214891,0.02738496,5.2639370112,30,33,12,30.45,192.22,0.0816,0.15685152,5.2639370112
4400447,340,O,7,10,AF,FU,100,0,99,25,28,0.32,25.32,0.687223393,0.7049289065,0.02576384,5.2617490432,28,35,28,22.11,204.23,0.0768,0.15684864,5.2617490432
3600278,605,S,31,9,CA,CM,70,8,20,14,12,0.34,14.34,0.092362824,0.0969034935,0.0491612245,5.2917142041,30,22,12,23.64,107.64,0.1457142857,0.1568468571,5.2917142041
2800110,980,O,30,11,FG,CM,90,4,0,19,13,0.21,19.21,0.184293679,0.1883900528,0.0222274238,5.2561189114,41,31,17,38.03,236.47,0.0663157895,0.1568169474,5.2561189114
2300161,490,E,29,10,CA,CM,70,6,99,10,11,0.18,10.18,0.043196899,0.0447659831,0.036324,5.2742448,20,29,14,24.85,145.2,0.108,0.156816,5.2742448
4500083,450,S,24,8,RI,RI,80,6,99,18,18,0.17,18.17,0.2290221044,0.2333685057,0.0189780864,5.2508569506,23,31,24,33.88,276.68,0.0566666667,0.1567853333,5.2508569506
200043,320,S,9,10,QR,FC,60,4,0,13,8,0.29,13.29,0.0530929158,0.0554880975,0.0451130178,5.2840877692,16,29,10,23.76,117.13,0.1784615385,0.209032,5.2840877692
3600095,660,S,12,9,CA,CM,90,2,0,17,16,0.21,17.21,0.1815840554,0.1860979585,0.0248584775,5.2575679931,31,23,18,38.69,211.5,0.0741176471,0.1567588235,5.2575679931
2100093,730,E,10,10,BS,IN,70,7,0,15,15,0.22,15.22,0.1325359401,0.1364521709,0.0295484444,5.2631689244,33,31,18,32.19,178.12,0.088,0.1567456,5.2631689244
6300316,241,N,10,10,RB,CM,80,0,0,19,16,0.52,19.52,0.2268229896,0.2394084611,0.0554858726,5.2944619612,14,24,19,13.52,95.42,0.2189473684,0.2089195789,5.2944619612
3600035,805,S,33,10,RI,RI,90,0,0,19,16,0.29,19.29,0.2268229896,0.2337999014,0.0307592798,5.2622975845,25,33,22,23.33,171.08,0.0915789474,0.1566732632,5.2622975845
2300062,440,S,17,10,CA,CM,90,28,99,13,12,0.19,13.19,0.0796393738,0.0819843056,0.0294443787,5.2602382544,21,29,17,29.66,178.65,0.0876923077,0.1566623077,5.2602382544
5500077,260,N,20,10,RB,CM,99,9,99,12,11,0.45,12.45,0.0622035345,0.0669562734,0.07640625,5.319403125,14,40,24,9.28,69.62,0.3,0.20886,5.319403125
1000240,1690,S,29,10,RI,RI,90,1,10,23,12,0.44,23.44,0.2492853771,0.2589144842,0.0386268431,5.2710190095,29,31,15,21.98,136.46,0.1147826087,0.1566323478,5.2710190095
3600094,720,N,21,8,CA,CM,90,2,0,10,11,0.28,10.28,0.043196899,0.0456497917,0.056784,5.29170096,15,23,12,25.08,93.19,0.224,0.2087456,5.29170096
900040,830,E,20,15,CA,FU,50,0,0,9,7,0.4,9.4,0.0222660379,0.0242892236,0.0908641975,5.3328197531,11,63,18,7.22,58.69,0.3555555556,0.2086755556,5.3328197531
800020,1245,S,20,10,BS,FU,100,3,0,15,13,0.19,15.19,0.1148644814,0.117792811,0.0254937778,5.24738428,29,39,15,31.51,205.83,0.076,0.1564308,5.24738428
1300042,565,N,20,12,CA,IN,90,3,0,12,9,0.32,12.32,0.050893801,0.0536443282,0.0540444444,5.2828444444,13,19,16,17.09,97.75,0.2133333333,0.2085333333,5.2828444444
2800412,800,S,30,10,CA,CM,90,15,0,24,17,0.19,24.19,0.3845309408,0.3906434473,0.0158960069,5.2336013264,46,45,25,44.94,329.24,0.0475,0.156389,5.2336013264
1300238,670,O,25,10,CA,CM,80,1,5,19,14,0.31,19.31,0.1984701159,0.2049993429,0.0328977839,5.2554209834,20,34,12,38.25,159.75,0.0978947368,0.1563868421,5.2554209834
3000160,1300,N,33,15,AB,FU,60,12,0,29,14,0.3,29.3,0.4623638988,0.4719795285,0.0207966706,5.2382653983,70,64,28,27.77,251.88,0.0413793103,0.1042262069,5.2382653983
1300132,975,O,39,10,CA,CM,100,1,0,19,10,0.31,19.31,0.1417643685,0.1464281021,0.0328977839,5.2534471163,26,39,14,27.33,159.69,0.0978947368,0.1563281053,5.2534471163
1100147,720,O,33,10,CA,FU,70,5,0,23,8,0.6,23.6,0.1661902514,0.1749741444,0.0528544423,5.2785731569,20,27,10,17.52,99.87,0.1565217391,0.1563182609,5.2785731569
2100274,820,E,28,10,CA,CM,90,5,0,16,13,0.19,16.19,0.1306902544,0.1338125773,0.0238910156,5.2395386367,30,36,16,33.63,219.31,0.07125,0.156258375,5.2395386367
1400432,610,E,30,10,PS,CM,60,5,99,18,13,0.3,18.3,0.1654048532,0.1709642941,0.0336111111,5.2503916667,25,28,10,26.05,156.21,0.1,0.15621,5.2503916667
1100386,1450,E,26,15,FG,FU,90,0,0,50,16,0.33,50.33,1.5707963268,1.5915992622,0.01324356,5.2224654504,64,86,16,46.54,394.34,0.0264,0.10410576,5.2224654504
1200173,500,N,10,10,QR,FU,80,4,20,18,12,0.18,18.18,0.152681403,0.1557502992,0.0201,5.231025,35,42,17,33.73,260.25,0.06,0.15615,5.231025
800009,1030,E,26,8,AF,CM,100,3,0,23,25,0.23,23.23,0.5193445355,0.5297833607,0.0201,5.22801,39,28,26,37.06,260.1,0.06,0.15606,5.22801
1400620,530,O,21,8,PS,FU,80,3,0,17,10,0.44,17.44,0.1134900346,0.1194408394,0.0524346021,5.2686288166,18,21,12,19.01,100.48,0.2070588235,0.2080527059,5.2686288166
5200014,125,E,8,10,QC,FU,70,1,99,17,12,0.18,17.18,0.1361880415,0.1390872917,0.0212885813,5.2286884567,29,37,21,27.94,245.61,0.0635294118,0.1560345882,5.2286884567
100006,540,N,20,10,RI,RI,60,1,10,23,12,0.33,23.33,0.2492853771,0.2564901015,0.0289015123,5.2383991021,37,20,13,30.65,181.25,0.0860869565,0.1560326087,5.2383991021
5300220,150,E,32,15,QC,FC,60,0,99,9,13,0.45,9.45,0.0413512133,0.0455897127,0.1025,5.331025,10,22,16,7.89,52.01,0.4,0.20804,5.331025
3000054,1345,O,36,12,AB,FC,100,10,0,27,15,0.23,27.23,0.4294164458,0.4367635904,0.0171096022,5.2211662058,69,58,28,39.34,305.16,0.0340740741,0.1039804444,5.2211662058
5700102,230,A,0,10,SP,FU,50,2,99,10,7,0.3,10.3,0.0274889357,0.0291630119,0.0609,5.276985,13,20,13,14.98,86.65,0.24,0.20796,5.276985
4400466,340,E,8,15,QC,FC,60,0,99,29,23,0.27,29.27,0.7595978337,0.7738079131,0.0187073722,5.2227241641,42,50,25,22.28,279.18,0.055862069,0.1559557241,5.2227241641
5900172,420,E,10,10,CA,CM,100,8,99,11,15,0.24,11.24,0.0712748833,0.0744189893,0.0441123967,5.2546686942,19,25,14,23.02,119.12,0.1745454545,0.2079185455,5.2546686942
1100070,655,E,30,12,CA,FU,80,5,0,29,14,0.22,29.22,0.4623638988,0.4694056845,0.0152299643,5.2170242806,27,33,15,47.58,342.55,0.0455172414,0.1559193103,5.2170242806
1200357,540,A,0,15,AN,FU,60,0,0,13,9,0.38,13.38,0.0597295303,0.0632724457,0.0593159763,5.2731902959,23,35,13,13.98,88.9,0.1753846154,0.1559169231,5.2731902959
3800281,550,E,30,10,CA,CM,100,2,0,12,14,0.24,12.24,0.0791681349,0.0823665275,0.0404,5.248364,18,23,18,26.34,129.91,0.16,0.207856,5.248364
6000037,156,A,0,15,RB,FU,80,0,99,21,30,0.36,21.36,0.5195408851,0.5375063968,0.0345795918,5.2401913469,20,45,28,15.92,151.54,0.1028571429,0.1558697143,5.2401913469
2100140,1305,S,38,15,FG,FC,80,4,0,28,17,0.2,28.2,0.5233893361,0.5308930301,0.0143367347,5.212980102,79,64,18,42.05,363.61,0.0285714286,0.1038885714,5.212980102
3200008,1050,A,0,12,AN,FU,60,0,0,23,18,0.38,23.38,0.3739280656,0.3863860198,0.0333164461,5.2366790019,23,33,12,24.53,157.18,0.0991304348,0.1558132174,5.2366790019
6300244,180,S,6,11,QV,CM,90,4,0,24,18,0.25,24.25,0.4071504079,0.4156768867,0.0209418403,5.2203819444,40,40,18,32.56,249.28,0.0625,0.1558,5.2203819444
1200221,570,O,20,8,CA,CM,90,8,0,20,14,0.09,20.09,0.2199114858,0.2218951423,0.00902025,5.204864655,50,41,16,58.18,577.02,0.027,0.1557954,5.204864655
